ダウンロードした時刻：2026/05/22 15:15:16

,東京,東京,東京,東京,東京,東京,東京,東京,東京
年月,平均気温(℃),最高気温(℃),最低気温(℃),降水量の合計(mm),降水量の合計(mm),日降水量の最大(mm),日降水量の最大(mm),平均蒸気圧(hPa),平均現地気圧(hPa)
,,,,,,,,,
,,,,,現象なし情報,,現象なし情報,,
1986/9,,34.5,15.8,190.5,0,77.0,0,,1007.5
1986/10,,26.6,8.0,74.0,0,25.5,0,,1012.4
1986/11,,21.7,5.0,41.0,0,14.5,0,,1015.4
1986/12,,17.8,0.5,115.5,0,67.0,0,,1013.5
1987/1,,18.0,-0.4,38.0,0,12.0,0,,1012.2
1987/2,,23.0,-0.7,29.5,0,9.5,0,,1010.2
1987/3,,20.5,0.0,94.0,0,20.5,0,,1009.3
1987/4,,26.6,2.2,42.5,0,12.5,0,,1012.4
1987/5,,27.9,9.2,65.0,0,23.5,0,,1009.7
1987/6,,32.3,15.3,120.5,0,46.0,0,,1005.9
1987/7,,37.3,19.1,146.5,0,37.5,0,,1003.8
1987/8,,34.0,20.5,45.5,0,9.0,0,,1005.8
1987/9,,34.8,15.5,214.5,0,66.0,0,,1010.0
1987/10,,28.2,12.3,193.0,0,36.5,0,,1013.1
1987/11,,25.6,3.9,39.5,0,31.5,0,,1015.3
1987/12,,21.5,0.3,60.5,0,29.5,0,,1014.5
1988/1,,16.9,0.6,28.0,0,13.0,0,,1011.2
1988/2,,19.7,-1.7,17.5,0,13.5,0,,1013.0
1988/3,,21.3,1.3,185.0,0,70.0,0,,1011.0
1988/4,,27.7,0.7,107.5,0,31.5,0,,1011.2
1988/5,,29.2,9.8,144.0,0,32.5,0,,1006.8
1988/6,,29.9,17.2,198.0,0,57.5,0,,1003.6
1988/7,,32.6,17.2,158.0,0,38.5,0,,1005.0
1988/8,,32.9,21.6,341.5,0,141.0,0,,1004.8
1988/9,,31.2,17.5,251.5,0,65.0,0,,1007.8
1988/10,,24.9,8.8,58.5,0,19.0,0,,1010.1
1988/11,,22.5,2.4,26.0,0,9.0,0,,1009.1
1988/12,,17.9,0.8,0.0,0,0.0,0,,1013.2
1989/1,,19.2,0.9,95.0,0,42.5,0,,1015.1
1989/2,,17.2,1.9,107.0,0,24.5,0,,1013.8
1989/3,,20.2,1.7,118.0,0,26.5,0,,1010.3
1989/4,,24.0,7.5,187.0,0,62.5,0,,1008.4
1989/5,,25.4,10.1,210.0,0,50.5,0,,1007.6
1989/6,,31.1,11.7,205.0,0,41.5,0,,1006.7
1989/7,,31.5,15.1,154.0,0,27.5,0,,1009.2
1989/8,,33.5,21.8,360.5,0,195.0,0,,1003.9
1989/9,,32.3,18.1,204.0,0,78.5,0,,1008.1
1989/10,,25.9,11.2,197.0,0,54.0,0,,1012.5
1989/11,,22.5,5.8,71.0,0,22.0,0,,1015.1
1989/12,,20.1,2.4,29.0,0,26.0,0,,1012.3
1990/1,,16.3,-1.4,32.5,0,19.5,0,,1014.4
1990/2,,19.4,0.1,116.5,0,23.0,0,,1018.7
1990/3,,21.3,4.3,97.5,0,53.0,0,,1011.6
1990/4,,24.2,6.1,137.5,0,37.5,0,,1008.8
1990/5,,28.4,11.0,120.5,0,70.0,0,,1009.0
1990/6,,34.1,16.4,68.0,0,19.0,0,,1005.8
1990/7,,34.6,17.9,51.0,0,24.0,0,,1005.1
1990/8,,35.9,22.6,181.5,0,116.5,0,,1004.7
1990/9,,34.0,16.8,287.0,0,123.5,0,,1010.0
1990/10,,28.2,11.6,148.5,0,66.0,0,,1012.8
1990/11,,25.7,5.8,234.0,0,102.5,0,,1014.1
1990/12,,23.5,3.1,38.0,0,20.0,0,,1011.5
1991/1,,14.4,0.1,55.0,0,35.5,0,,1010.4
1991/2,,16.6,-0.8,69.0,0,60.5,0,,1008.9
1991/3,,22.3,1.6,164.0,0,43.5,0,,1013.3
1991/4,,24.7,5.0,112.5,0,46.0,0,,1011.7
1991/5,,27.9,7.8,61.0,0,14.0,0,,1008.4
1991/6,,34.2,16.7,142.0,0,41.0,0,,1003.9
1991/7,,35.6,20.1,72.0,0,31.0,0,,1002.8
1991/8,,35.2,19.6,238.0,0,67.0,0,,1003.8
1991/9,,32.2,16.9,445.5,0,220.5,0,,1008.6
1991/10,,28.1,12.3,533.0,0,96.5,0,,1008.9
1991/11,,19.9,4.7,114.0,0,65.0,0,,1015.7
1991/12,,18.8,0.9,36.0,0,15.5,0,,1015.3
1992/1,,15.1,0.3,50.0,0,20.5,0,,1013.1
1992/2,,20.1,-0.5,36.0,0,31.0,0,,1009.6
1992/3,,21.7,1.7,205.0,0,37.0,0,,1014.2
1992/4,,24.1,5.1,167.5,0,37.0,0,,1006.8
1992/5,,27.8,9.3,134.0,0,42.0,0,,1006.5
1992/6,,28.0,14.2,237.0,0,52.5,0,,1005.5
1992/7,,34.7,17.0,111.5,0,44.0,0,,1003.9
1992/8,,34.2,18.9,9.0,0,4.5,0,,1008.3
1992/9,,35.2,14.1,108.0,0,49.5,0,,1008.6
1992/10,,27.3,10.1,328.0,0,119.0,0,,1012.6
1992/11,,22.5,4.4,168.0,0,102.5,0,,1016.1
1992/12,,20.6,1.0,65.5,0,38.0,0,,1013.5
1993/1,,12.9,1.2,115.0,0,32.5,0,,1013.2
1993/2,,21.9,0.7,57.0,0,22.0,0,,1008.6
1993/3,,18.3,1.5,60.5,0,15.5,0,,1011.0
1993/4,,26.9,4.8,58.0,0,21.5,0,,1008.0
1993/5,,30.7,8.3,65.5,0,21.0,0,,1008.0
1993/6,,31.9,14.3,260.0,0,62.0,0,,1003.6
1993/7,,32.3,16.4,316.5,0,77.5,0,,1005.4
1993/8,,32.9,18.4,412.0,0,234.5,0,,1005.2
1993/9,,32.1,14.9,140.0,0,33.5,0,,1008.9
1993/10,,25.3,8.6,156.0,0,65.5,0,,1013.2
1993/11,,24.0,5.2,167.0,0,110.5,0,,1016.4
1993/12,,21.1,0.7,65.0,0,17.0,0,,1013.6
1994/1,,16.8,-1.3,50.0,0,16.5,0,,1011.6
1994/2,,16.0,-2.3,88.5,0,53.5,0,,1005.5
1994/3,,18.7,2.3,114.5,0,56.0,0,,1012.9
1994/4,,24.4,4.3,49.0,0,15.0,0,,1010.2
1994/5,,29.3,10.8,133.5,0,28.5,0,,1006.9
1994/6,,31.7,14.3,144.5,0,70.0,0,,1004.7
1994/7,,35.6,22.6,93.5,0,54.5,0,,1003.6
1994/8,,39.1,20.4,92.5,0,38.5,0,,1008.4
1994/9,,32.9,18.3,235.0,0,47.0,0,,1005.3
1994/10,,27.9,11.9,57.0,0,24.5,0,,1013.0
1994/11,,23.9,4.5,50.5,0,27.0,0,,1018.4
1994/12,,17.7,1.4,23.0,0,8.5,0,,1014.4
1995/1,,16.1,-1.2,36.0,0,25.5,0,,1009.9
1995/2,,13.9,0.1,27.0,0,11.0,0,,1011.8
1995/3,,19.9,1.0,180.0,0,32.0,0,,1011.3
1995/4,,25.5,4.9,99.5,0,15.5,0,,1009.8
1995/5,,26.7,12.9,204.5,0,63.5,0,,1007.8
1995/6,,28.8,14.9,185.5,0,33.0,0,,1004.4
1995/7,,35.9,19.4,171.0,0,43.0,0,,1004.9
1995/8,,36.4,24.5,31.0,0,13.0,0,,1006.6
1995/9,,35.8,15.1,164.5,0,93.5,0,,1007.2
1995/10,,27.8,12.3,79.0,0,49.0,0,,1012.8
1995/11,,23.9,5.2,42.0,0,23.0,0,,1009.5
1995/12,,16.7,-0.6,0.0,0,0.0,0,,1011.1
1996/1,,19.9,-0.4,13.0,0,8.5,0,,1010.6
1996/2,,20.9,-1.5,45.0,0,16.5,0,,1012.2
1996/3,,23.1,0.7,118.0,0,35.0,0,,1009.7
1996/4,,26.2,3.7,111.0,0,50.0,0,,1009.7
1996/5,,30.5,10.5,128.0,0,39.5,0,,1008.5
1996/6,,31.8,15.7,36.0,0,7.5,0,,1004.7
1996/7,,34.8,17.2,253.5,0,81.0,0,,1005.8
1996/8,,38.7,17.9,31.5,0,20.0,0,,1006.6
1996/9,,34.5,14.8,382.0,0,259.5,0,,1008.6
1996/10,,27.2,9.3,83.5,0,25.5,0,,1013.5
1996/11,,24.2,5.8,84.0,0,18.0,0,,1013.5
1996/12,,18.6,2.4,48.0,0,21.0,0,,1012.8
1997/1,,16.4,-2.1,29.0,0,15.0,0,,1007.9
1997/2,,18.0,-1.4,21.5,0,12.5,0,,1011.1
1997/3,,25.1,3.0,106.0,0,40.0,0,,1013.0
1997/4,,27.2,8.0,105.5,0,33.5,0,,1009.7
1997/5,,27.9,11.3,186.0,0,85.0,0,,1005.5
1997/6,,32.8,13.4,170.5,0,81.5,0,,1005.4
1997/7,,37.7,19.4,185.0,0,62.0,0,,1004.6
1997/8,,34.5,19.4,144.0,0,98.5,0,,1006.2
1997/9,,32.9,15.4,204.0,0,31.0,0,,1008.4
1997/10,,27.1,9.6,19.0,0,10.5,0,,1010.6
1997/11,,24.4,6.9,91.0,0,32.0,0,,1015.6
1997/12,,17.6,2.5,40.5,0,14.0,0,,1015.3
1998/1,,13.6,-0.8,122.0,0,50.5,0,,1012.4
1998/2,,23.1,0.5,110.5,0,37.5,0,,1014.0
1998/3,,24.5,0.7,108.0,0,40.5,0,,1011.6
1998/4,,27.1,2.5,188.0,0,29.0,0,,1012.7
1998/5,,29.3,10.6,140.5,0,41.0,0,,1010.8
1998/6,,33.7,13.8,150.5,0,40.0,0,,1006.6
1998/7,,36.1,17.0,156.5,0,36.5,0,,1004.2
1998/8,,35.5,20.3,143.5,0,56.5,0,,1004.6
1998/9,,32.8,17.7,229.0,0,94.0,0,,1008.7
1998/10,,31.9,11.9,142.5,0,43.0,0,,1012.4
1998/11,,25.0,5.3,7.5,0,7.0,0,,1011.7
1998/12,,18.4,2.4,48.0,0,15.5,0,,1014.7
1999/1,,16.4,-0.9,19.5,0,14.0,0,,1009.4
1999/2,,21.3,-1.4,35.5,0,17.5,0,,1010.6
1999/3,,20.3,2.1,144.5,0,41.0,0,,1011.4
1999/4,,24.0,5.4,205.0,0,69.5,0,,1009.0
1999/5,,31.9,10.9,103.5,0,47.5,0,,1007.1
1999/6,,32.9,15.4,192.5,0,50.5,0,,1005.5
1999/7,,34.2,17.2,342.0,0,130.5,0,,1004.8
1999/8,,34.8,23.1,301.0,0,112.0,0,,1006.2
1999/9,,34.2,18.0,91.0,0,30.0,0,,1009.0
1999/10,,29.2,10.3,87.5,0,60.0,0,,1013.0
1999/11,,23.8,7.0,93.0,0,48.5,0,,1012.8
1999/12,,18.0,1.7,7.0,0,5.5,0,,1013.2
2000/1,,16.9,-0.7,66.5,0,19.0,0,,1014.1
2000/2,,14.5,0.0,4.0,0,2.5,0,,1008.1
2000/3,,19.9,1.5,85.5,0,29.0,0,,1008.3
2000/4,,24.1,6.4,151.5,0,32.5,0,,1006.9
2000/5,,30.0,12.9,109.0,0,30.5,0,,1007.3
2000/6,,30.5,16.4,232.0,0,45.0,0,,1004.8
2000/7,,34.9,19.9,373.5,0,115.0,0,,1003.6
2000/8,,34.5,22.2,162.0,0,71.5,0,,1007.1
2000/9,,37.8,17.8,164.0,0,27.0,0,,1007.5
2000/10,,28.1,11.1,142.5,0,40.5,0,,1013.1
2000/11,,23.1,5.3,106.0,0,45.0,0,,1015.8
2000/12,,20.2,1.7,6.5,0,4.5,0,,1012.9
2001/1,,13.8,-2.4,126.5,0,33.0,0,,1010.2
2001/2,,19.7,0.0,23.0,0,15.0,0,,1012.9
2001/3,,22.8,1.1,107.5,0,24.5,0,,1006.0
2001/4,,26.2,1.0,40.5,0,19.5,0,,1010.5
2001/5,,27.5,8.7,170.5,0,28.0,0,,1007.0
2001/6,,33.7,16.1,144.5,0,39.5,0,,1003.6
2001/7,,38.1,21.9,41.5,0,39.5,0,,1004.6
2001/8,,36.3,19.6,136.5,0,68.0,0,,1005.7
2001/9,,32.6,13.2,204.0,0,99.5,0,,1008.8
2001/10,,28.5,11.3,343.0,0,186.0,0,,1013.1
2001/11,,21.8,6.0,123.5,0,32.0,0,,1012.2
2001/12,,16.7,0.9,30.0,0,9.5,0,,1013.9
2002/1,,18.1,-0.3,98.5,0,42.0,0,,1008.1
2002/2,,17.7,0.3,25.0,0,9.5,0,,1013.1
2002/3,,23.9,3.9,82.0,0,31.5,0,,1009.1
2002/4,,28.0,9.1,58.0,0,27.5,0,,1011.6
2002/5,,27.5,12.4,112.5,0,26.5,0,,1008.2
2002/6,,31.1,15.6,151.5,0,50.5,0,,1004.7
2002/7,,34.8,21.1,124.0,0,54.0,0,,1003.7
2002/8,,35.8,20.7,120.0,0,58.5,0,,1005.3
2002/9,,33.9,15.4,207.0,0,107.5,0,,1009.9
2002/10,,29.4,9.1,194.0,0,59.5,0,,1010.5
2002/11,,20.4,4.8,27.5,0,18.5,0,,1010.5
2002/12,,18.7,0.0,94.5,0,27.5,0,,1014.7
2003/1,,13.8,-0.8,101.0,0,46.5,0,,1010.3
2003/2,,14.5,0.9,53.5,0,17.0,0,,1013.1
2003/3,,20.4,1.1,159.5,0,65.5,0,,1011.8
2003/4,,27.9,5.6,121.0,0,55.5,0,,1010.3
2003/5,,26.9,10.5,172.5,0,72.0,0,,1011.8
2003/6,,33.3,16.4,85.0,0,20.0,0,,1004.4
2003/7,,31.9,17.7,187.5,0,33.5,0,,1005.6
2003/8,,34.3,18.4,370.0,0,151.0,0,,1006.3
2003/9,,34.3,13.9,150.0,0,83.0,0,,1009.2
2003/10,,28.7,12.1,171.5,0,60.0,0,,1012.1
2003/11,,24.8,7.3,229.5,0,58.5,0,,1016.4
2003/12,,19.0,0.7,53.0,0,29.5,0,,1010.1
2004/1,,14.2,0.2,3.5,0,3.0,0,,1011.0
2004/2,,21.6,0.2,20.0,0,11.0,0,,1009.9
2004/3,,21.9,1.6,129.5,0,47.5,0,,1012.6
2004/4,,28.9,3.1,69.5,0,30.5,0,,1007.0
2004/5,,31.7,10.5,149.0,0,53.0,0,,1008.0
2004/6,,32.3,16.3,112.5,0,20.5,0,,1006.9
2004/7,,39.5,19.1,23.5,0,17.0,0,,1004.7
2004/8,,36.5,18.1,79.5,0,22.0,0,,1006.5
2004/9,,33.6,18.4,195.0,0,78.5,0,,1011.7
2004/10,,28.2,8.6,780.0,0,222.5,0,,1013.3
2004/11,,23.2,8.3,108.5,0,29.0,0,,1014.9
2004/12,,24.8,0.2,79.5,0,41.0,0,,1014.2
2005/1,,18.5,-0.8,77.0,0,47.0,0,,1008.4
2005/2,,19.4,-0.3,48.0,0,14.0,0,,1011.2
2005/3,,19.3,0.5,71.0,0,20.5,0,,1009.5
2005/4,,28.1,4.6,81.0,0,19.0,0,,1009.9
2005/5,,27.2,9.3,180.5,0,50.0,0,,1006.8
2005/6,,36.2,16.2,170.5,0,51.0,0,,1003.7
2005/7,,35.6,18.5,247.5,0,74.5,0,,1003.0
2005/8,,35.8,21.9,189.5,0,70.0,0,,1005.4
2005/9,,33.1,16.9,177.5,0,70.0,0,,1011.6
2005/10,,31.7,12.7,201.5,0,46.5,0,,1012.5
2005/11,,24.1,5.2,34.5,0,19.5,0,,1012.3
2005/12,,15.9,-0.8,3.5,0,3.5,0,,1007.8
2006/1,,14.7,-1.1,67.0,0,48.5,0,,1013.2
2006/2,,19.9,-1.5,113.0,0,45.0,0,,1014.9
2006/3,,19.0,1.5,79.5,0,35.5,0,,1007.0
2006/4,,22.4,6.3,123.0,0,37.5,0,,1006.2
2006/5,,29.4,9.2,99.0,0,23.5,0,,1009.9
2006/6,,31.5,15.5,138.5,0,47.5,0,,1005.5
2006/7,,36.1,20.3,165.0,0,45.0,0,,1003.8
2006/8,,35.4,20.2,126.0,0,76.0,0,,1005.7
2006/9,,34.8,16.6,175.5,0,69.0,0,,1008.8
2006/10,,27.0,12.1,318.0,0,133.5,0,,1012.0
2006/11,,24.9,5.8,135.0,0,39.0,0,,1012.0
2006/12,,20.3,3.7,200.5,0,154.5,0,,1015.2
2007/1,,15.0,2.0,42.0,0,32.0,0,,1015.1
2007/2,,17.3,0.2,57.0,0,29.0,0,,1011.7
2007/3,,24.1,2.6,77.0,0,23.5,0,,1010.2
2007/4,,25.8,4.0,134.0,0,26.0,0,,1009.9
2007/5,,29.0,13.0,115.5,0,35.5,0,,1003.4
2007/6,,31.5,15.7,80.0,0,27.0,0,,1005.7
2007/7,,32.7,18.2,253.0,0,67.5,0,,1001.6
2007/8,,37.5,23.1,9.5,0,5.0,0,,1007.3
2007/9,,32.9,15.7,319.5,0,58.0,0,,1008.8
2007/10,,26.5,12.8,135.5,0,88.5,0,,1013.1
2007/11,,21.2,4.6,37.0,0,26.5,0,,1013.4
2007/12,,15.8,2.7,72.0,0,30.0,0,,1011.2
2008/1,,13.9,0.8,17.5,0,10.5,0,,1013.4
2008/2,,17.0,-0.1,57.0,0,23.0,0,,1011.0
2008/3,,20.4,2.8,119.5,0,34.5,0,,1011.0
2008/4,,25.8,6.5,240.0,0,91.5,0,,1009.6
2008/5,,29.0,9.2,255.0,0,91.5,0,,1007.8
2008/6,,29.1,13.4,225.5,0,69.0,0,,1006.2
2008/7,,34.5,18.6,48.0,0,16.0,0,,1005.1
2008/8,,35.3,19.6,387.5,0,111.5,0,,1004.5
2008/9,,32.3,15.4,158.5,0,37.0,0,,1008.0
2008/10,,25.2,11.5,204.5,0,75.0,0,,1013.4
2008/11,,22.3,5.5,74.0,0,31.5,0,,1012.5
2008/12,,19.9,1.8,70.5,0,22.5,0,,1013.0
2009/1,,15.3,0.0,142.0,0,68.0,0,,1012.8
2009/2,,23.9,1.4,46.5,0,18.5,0,,1010.7
2009/3,,23.2,1.1,98.5,0,47.5,0,,1011.4
2009/4,,26.1,5.4,162.5,0,61.0,0,,1008.7
2009/5,,29.3,12.6,242.0,0,63.5,0,,1007.3
2009/6,,31.9,15.5,226.0,0,48.0,0,,1003.3
2009/7,,34.2,20.2,78.5,0,13.0,0,,1003.3
2009/8,,33.2,17.6,242.0,0,111.5,0,,1005.5
2009/9,,31.5,17.7,53.0,0,38.0,0,,1009.0
2009/10,,27.1,12.7,276.5,0,127.0,0,,1010.3
2009/11,,25.9,5.5,151.5,0,85.0,0,,1014.9
2009/12,,17.4,1.1,82.5,0,38.5,0,,1010.3
2010/1,,18.0,-0.3,9.0,0,6.5,0,,1010.2
2010/2,,21.0,-0.4,115.0,0,31.5,0,,1012.6
2010/3,,21.6,0.9,143.5,0,31.5,0,,1012.7
2010/4,,25.5,1.4,214.0,0,79.0,0,,1013.6
2010/5,,30.9,11.4,114.0,0,24.5,0,,1007.3
2010/6,,31.8,13.4,108.0,0,20.5,0,,1007.1
2010/7,,36.3,19.9,70.0,0,24.0,0,,1005.9
2010/8,,37.2,23.6,27.0,0,24.5,0,,1009.7
2010/9,,35.9,13.9,428.0,0,102.0,0,,1008.3
2010/10,,28.3,9.3,211.0,0,58.5,0,,1012.7
2010/11,,22.4,7.0,94.5,0,50.5,0,,1012.3
2010/12,,23.7,2.1,145.5,0,76.0,0,,1005.1
2011/1,,12.2,-1.1,3.5,0,3.5,0,,1009.1
2011/2,,20.8,-0.8,151.0,0,76.5,0,,1013.6
2011/3,,20.2,1.0,74.0,0,28.0,0,,1010.5
2011/4,,24.8,4.3,96.0,0,54.0,0,,1008.9
2011/5,,29.6,12.2,213.5,0,69.5,0,,1007.5
2011/6,,35.1,12.1,116.5,0,35.5,0,,1005.3
2011/7,,34.8,18.0,54.5,0,29.0,0,,1004.5
2011/8,,36.1,19.3,244.0,0,88.5,0,,1006.4
2011/9,,32.5,15.9,235.0,0,124.0,0,,1007.7
2011/10,,29.7,11.2,119.5,0,53.5,0,,1013.6
2011/11,,22.7,7.2,112.5,0,78.0,0,,1015.4
2011/12,,18.9,1.5,59.5,0,35.0,0,,1013.3
2012/1,,11.1,-1.0,50.0,0,22.5,0,,1012.6
2012/2,,15.4,-1.0,94.0,0,28.5,0,,1011.6
2012/3,,19.4,2.0,144.5,0,37.0,0,,1010.4
2012/4,,26.0,5.1,118.5,0,32.0,0,,1010.8
2012/5,,27.2,11.9,231.0,0,121.5,0,,1005.9
2012/6,,30.2,15.2,185.0,0,72.5,0,,1005.6
2012/7,,35.4,17.4,130.0,0,41.0,0,,1004.5
2012/8,,35.7,22.9,25.0,0,15.5,0,,1008.2
2012/9,,33.8,18.0,214.5,0,45.5,0,,1009.8
2012/10,,31.0,11.8,154.5,0,30.0,0,,1011.0
2012/11,,21.5,4.4,154.0,0,60.5,0,,1009.6
2012/12,,18.4,0.1,69.0,0,40.0,0,,1011.0
2013/1,,14.4,-1.4,70.0,0,64.0,0,,1012.6
2013/2,,20.9,-0.5,30.0,0,16.0,0,,1012.9
2013/3,,25.3,3.2,44.5,0,16.5,0,,1009.0
2013/4,,23.4,5.3,283.0,0,99.5,0,,1005.9
2013/5,,28.5,10.5,56.0,0,20.0,0,,1008.0
2013/6,,30.2,14.7,159.0,0,41.0,0,,1005.3
2013/7,,35.4,21.0,115.5,0,36.5,0,,1004.2
2013/8,,38.3,20.3,99.0,0,35.5,0,,1002.9
2013/9,,35.7,15.7,231.5,0,78.0,0,,1010.2
2013/10,,31.3,12.0,440.0,0,176.5,0,,1013.0
2013/11,,21.5,5.9,26.0,0,14.0,0,,1011.1
2013/12,,17.6,0.5,59.5,0,26.5,0,,1009.1
2014/1,,15.9,-0.2,24.5,0,15.5,0,,1013.4
2014/2,,18.6,-0.9,157.5,0,67.5,0,,1014.3
2014/3,,22.3,1.3,113.5,0,30.5,0,,1010.3
2014/4,,23.9,6.3,155.0,0,65.0,0,,1011.7
2014/5,,31.6,11.2,135.5,0,52.0,0,,1006.4
2014/6,,33.1,17.7,311.0,0,123.5,0,,1002.9
2014/7,,35.6,20.1,105.5,0,53.0,0,,1004.5
2014/8,,36.1,19.6,105.0,0,45.0,0,,1005.7
2014/9,,31.6,16.4,155.5,0,81.0,0,,1008.4
2014/10,,29.8,11.9,384.5,0,148.5,0,,1013.3
2014/11,,22.4,6.9,98.5,0,44.0,0,,1013.4
2014/12,6.7,16.2,-1.3,62.0,0,21.0,0,5.5,1010.8
2015/1,5.8,16.4,-2.2,92.5,0,35.5,0,4.8,1012.1
2015/2,5.7,19.2,-2.4,62.0,0,16.0,0,5.4,1012.3
2015/3,10.3,23.6,-0.4,94.0,0,29.0,0,7.2,1013.7
2015/4,14.5,27.2,2.4,129.0,0,36.5,0,11.8,1013.9
2015/5,21.1,32.2,11.6,88.0,0,58.5,0,15.2,1006.9
2015/6,22.1,31.4,13.4,195.5,0,33.0,0,19.7,1005.6
2015/7,26.2,35.8,17.6,234.5,0,67.5,0,26.7,1006.5
2015/8,26.7,37.7,17.9,103.5,0,35.5,0,27.1,1006.6
2015/9,22.6,31.5,16.1,503.5,0,156.5,0,21.5,1009.6
2015/10,18.4,28.1,10.3,57.0,0,22.0,0,13.9,1012.6
2015/11,13.9,23.7,3.9,139.5,0,38.0,0,12.0,1018.3
2015/12,9.3,24.1,1.9,82.5,0,64.0,0,6.8,1016.3
2016/1,6.1,16.2,-2.6,85.0,0,67.0,0,5.1,1013.2
2016/2,7.2,23.0,0.1,57.0,0,40.5,0,5.9,1015.8
2016/3,10.1,21.4,1.1,103.0,0,37.0,0,7.7,1016.0
2016/4,15.4,26.8,5.1,120.0,0,33.0,0,11.7,1010.7
2016/5,20.2,30.9,11.9,137.5,0,36.5,0,15.2,1010.5
2016/6,22.4,33.0,14.2,174.5,0,98.5,0,19.9,1006.6
2016/7,25.4,36.7,19.0,81.5,0,28.5,0,25.7,1007.3
2016/8,27.1,37.7,21.3,414.0,0,106.5,0,27.8,1002.3
2016/9,24.4,33.0,17.6,287.0,0,91.5,0,26.1,1010.7
2016/10,18.7,32.0,9.6,96.5,0,32.5,0,15.8,1014.8
2016/11,11.4,20.8,0.3,139.0,0,49.0,0,9.7,1016.2
2016/12,8.9,20.2,0.0,84.0,0,37.0,0,7.0,1015.1
2017/1,5.8,19.5,-2.3,26.0,0,20.5,0,4.9,1012.3
2017/2,6.9,20.6,-1.6,15.5,0,8.0,0,4.9,1011.2
2017/3,8.5,18.7,0.0,85.5,0,25.5,0,6.5,1011.5
2017/4,14.7,26.1,4.5,122.0,0,46.0,0,11.0,1009.9
2017/5,20.0,30.9,11.3,49.0,0,27.0,0,16.6,1009.5
2017/6,22.0,30.6,14.8,106.5,0,45.5,0,19.1,1005.6
2017/7,27.3,35.0,20.9,81.0,0,35.0,0,28.2,1006.2
2017/8,26.4,37.1,20.0,141.5,0,43.5,0,28.4,1004.9
2017/9,22.8,33.3,16.0,209.5,0,52.0,0,21.8,1008.8
2017/10,16.8,29.0,9.1,531.5,0,147.5,0,15.9,1015.6
2017/11,11.9,21.9,3.2,47.0,0,27.0,0,9.5,1014.6
2017/12,6.6,16.0,-0.2,15.0,0,10.5,0,5.5,1013.3
2018/1,4.7,16.0,-4.0,48.5,0,24.0,0,4.6,1011.4
2018/2,5.4,15.1,-1.8,20.0,0,9.0,0,5.0,1013.8
2018/3,11.5,24.2,1.7,220.0,0,58.0,0,8.9,1014.1
2018/4,17.0,28.3,5.5,109.0,0,57.0,0,12.9,1011.3
2018/5,19.8,29.0,9.0,165.5,0,49.0,0,16.3,1008.5
2018/6,22.4,32.9,14.2,155.5,0,50.0,0,21.5,1006.5
2018/7,28.3,39.0,19.1,107.0,0,52.0,0,29.4,1007.6
2018/8,28.1,37.3,18.3,86.5,0,41.0,0,29.1,1005.9
2018/9,22.9,33.0,14.1,365.0,0,40.5,0,23.9,1010.7
2018/10,19.1,32.3,11.6,61.5,0,18.0,0,16.6,1012.9
2018/11,14.0,22.8,5.8,63.0,0,35.5,0,11.6,1016.9
2018/12,8.3,23.4,-0.7,44.0,0,18.0,0,7.0,1015.8
2019/1,5.6,14.0,-1.2,16.0,0,15.5,0,4.5,1013.4
2019/2,7.2,19.5,-1.2,42.0,0,22.5,0,6.1,1015.0
2019/3,10.6,23.9,1.1,117.5,0,32.0,0,7.6,1010.1
2019/4,13.6,25.6,2.3,90.5,0,29.5,0,10.1,1010.3
2019/5,20.0,32.6,7.9,120.5,0,82.0,0,14.9,1010.3
2019/6,21.8,32.3,13.9,225.0,0,92.5,0,20.9,1004.8
2019/7,24.1,34.6,17.7,193.0,0,39.0,0,26.8,1006.8
2019/8,28.4,35.6,20.7,110.0,0,20.0,0,30.9,1005.9
2019/9,25.1,36.2,17.1,197.0,0,119.0,0,25.0,1012.3
2019/10,19.4,30.3,12.1,529.5,0,209.5,0,18.1,1013.2
2019/11,13.1,23.9,1.6,156.5,0,60.5,0,10.5,1015.4
2019/12,8.5,18.9,2.2,76.5,0,36.0,0,7.3,1016.7
2020/1,7.1,18.6,0.6,135.0,0,55.5,0,6.5,1013.8
2020/2,8.3,18.2,-2.1,15.0,0,8.5,0,6.2,1015.6
2020/3,10.7,24.6,0.7,131.0,0,51.5,0,8.4,1010.9
2020/4,12.8,24.2,5.3,296.5,0,132.0,0,9.6,1009.7
2020/5,19.5,28.7,10.7,118.0,0,54.5,0,16.7,1008.4
2020/6,23.2,32.6,17.1,212.5,0,50.0,0,23.1,1004.7
2020/7,24.3,32.5,17.4,270.5,0,40.5,0,27.1,1006.2
2020/8,29.1,37.3,21.8,61.5,0,38.0,0,30.2,1008.3
2020/9,24.2,35.1,14.7,117.5,0,25.5,0,25.3,1009.6
2020/10,17.5,26.7,9.2,205.0,0,73.5,0,15.0,1014.5
2020/11,14.0,24.9,5.2,14.5,0,5.0,0,10.6,1017.3
2020/12,7.7,17.2,-0.6,13.0,0,8.0,0,6.5,1013.9
2021/1,5.4,18.7,-2.4,43.5,0,19.0,0,5.2,1014.1
2021/2,8.5,21.9,-0.5,88.5,0,76.5,0,5.6,1011.8
2021/3,12.8,23.4,2.3,173.0,0,65.0,0,9.4,1014.5
